steam_appid,name,metacritic,steam_achievements,steam_trading_cards,workshop_support,genres,achievements_total,release_date,supported_platforms
737640,Pipes Racer,,True,False,False,Racing,30.0,"Dec 23, 2017",['windows']
738030,Monjarmageddon,,True,False,False,Indie,42.0,"Mar 22, 2019","['windows', 'mac', 'linux']"
737390,Batch 17,,True,False,False,"Action, Indie, Massively Multiplayer, Early Access",19.0,"Jan 27, 2018",['windows']
737510,Dead Forest,,False,False,False,"Action, Adventure, Indie",5.0,"Aug 3, 2018",['windows']
736710,Yōdanji,,False,False,False,"Action, Adventure, Casual, Indie, RPG",,"Dec 6, 2017",['windows']
736250,Amberskull,,False,False,False,"Violent, Action, Indie",,"Apr 13, 2018",['windows']
736260,Baba Is You,87.0,True,False,False,Indie,18.0,"Mar 13, 2019","['windows', 'mac', 'linux']"
736390,Unforgiving Happiness,,True,False,False,"Casual, Indie",43.0,"Nov 14, 2017",['windows']
736590,Operation: Harsh Doorstop,,False,False,True,"Action, Casual, Indie, Simulation, Strategy, Free To Play, Early Access",,"Feb 15, 2023",['windows']
1560970,Islandville: A New Home,,True,False,False,"Casual, Simulation",16.0,"Apr 29, 2022","['windows', 'mac']"
1561020,Island Domination,,True,False,False,"Action, Casual, Indie",5.0,"May 7, 2021",['windows']
1560390,Archer Master,,False,False,False,Casual,,"Mar 26, 2021",['windows']
1560560,村庄-The Village,,True,False,False,"Adventure, Casual, Indie, RPG, Strategy",8.0,"Mar 24, 2021",['windows']
1559790,SLASH OF BULLET,,True,False,False,"Action, Casual, Indie, Sports",40.0,"Apr 23, 2021",['windows']
1560100,Super Stupid Game,,False,False,False,"Adventure, Casual, RPG, Simulation",,"Jun 17, 2022","['windows', 'mac']"
1560200,DzombZ,,False,False,False,"Action, Indie, Early Access",,"Jan 30, 2023",['windows']
1559570,Hellstuck: Rage With Your Friends,,True,False,False,"Adventure, Casual, Indie, Strategy",9.0,"May 27, 2022","['windows', 'mac']"
1559620,Gooper,,True,False,False,"Casual, Indie",13.0,"Nov 27, 2024",['windows']
1559740,Sword and Space,,False,False,False,"Adventure, Casual, Indie, RPG",,"Apr 28, 2021",['windows']
1559160,VR Hentai 18+,,False,False,False,Simulation,,"Mar 11, 2021",['windows']
1559260,Kong's Wrath: City of Mayhem,,True,False,False,"Action, Adventure, Indie",7.0,"May 23, 2024",['windows']
1558430,SgyuinBaldo,,False,False,False,Action,,"Mar 10, 2021",['windows']
1558360,Mystery Tales: Master of Puppets Collector's Edition,,False,False,False,"Adventure, Casual",,"Mar 5, 2021",['windows']
1557700,The World After,,True,False,False,"Adventure, Indie",18.0,"May 5, 2021","['windows', 'mac']"
1557740,ROUNDS,,False,False,False,"Action, Indie",24.0,"Apr 1, 2021",['windows']
1557040,Terraformers: First Steps on Mars,,True,False,False,"Simulation, Strategy, Free To Play",3.0,"Oct 23, 2021","['windows', 'mac', 'linux']"
1556860,Role Player: Full Immersion,,False,False,False,"Action, Adventure, Indie, RPG",6.0,"Mar 24, 2021",['windows']
1556870,Golf Club Nostalgia,79.0,True,False,False,"Casual, Indie, Sports",27.0,"Sep 3, 2021",['windows']
1556010,DriveCrazy,,True,False,False,"Action, Indie, Racing, Sports, Early Access",11.0,"Jul 31, 2023",['windows']
1556170,Survive the Night,,False,False,False,"Action, Indie",0.0,"Mar 16, 2022",['windows']
1556230,Gobs of Glory,,False,False,False,"Indie, RPG, Strategy, Early Access",,Mar-25,"['windows', 'mac', 'linux']"
1555580,Invisible Services - Pixel Art Jigsaw Puzzle,,True,False,False,Casual,8.0,"Mar 8, 2021",['windows']
1555710,OMFG: One Million Fatal Guns,,False,False,False,"Action, Free To Play",,"Mar 11, 2021",['windows']
1554770,Last Standing,,True,False,False,"Casual, Indie",10.0,"May 3, 2021",['windows']
1554070,Fore Score,,False,False,False,"Action, Indie, Racing, Sports",,"Jul 12, 2022",['windows']
1554080,The Stonks Market,,True,False,False,"Casual, Simulation",13.0,"May 5, 2021","['windows', 'mac']"
1554220,Paleon,,True,True,False,"Indie, Simulation",16.0,"Oct 27, 2023","['windows', 'linux']"
1554280,Asteroids Maneuvers,,False,False,False,"Casual, Indie, Simulation",,"Mar 1, 2021",['windows']
1554400,Paint Chips,,True,False,False,"Action, Indie",93.0,"May 4, 2021","['windows', 'mac']"
1553650,ViruZ,,False,False,False,"Action, Adventure, Casual, Indie, Simulation",,"Mar 19, 2021",['windows']
1553990,TheLastHope,,False,False,False,"Adventure, Indie, RPG, Early Access",,"Aug 9, 2021",['windows']
1553230,Trailer Shop Simulator,,False,False,False,"Action, Indie, Simulation",,"Jul 21, 2021",['windows']
1552790,Destroy the Dummies,,False,False,False,"Action, Indie",,"Apr 26, 2021",['windows']
1552940,Minigolf,,True,False,True,"Action, Casual, Indie, Sports, Early Access",28.0,"Dec 22, 2022",['windows']
1552020,Mirrored Pawns,,False,False,False,Casual,,"Feb 26, 2021","['windows', 'mac', 'linux']"
1551010,Starlight Shores,,False,False,False,"Casual, Indie, Simulation",,"May 7, 2021","['windows', 'mac', 'linux']"
1550600,Living with temptation CLASSIC,,False,False,False,"Adventure, Casual, Indie, Simulation",,"Oct 6, 2021",['windows']
1550730,Ikonei Island: An Earthlock Adventure,,True,False,False,"Action, Adventure, Indie, RPG, Simulation",35.0,"Nov 9, 2023",['windows']
1550180,9th Dawn Remake,,True,False,False,"Action, Adventure, RPG",56.0,"Sep 25, 2024",['windows']
1549620,Push The Box 3D,,True,False,False,Casual,30.0,"Feb 24, 2021","['windows', 'linux']"
1549270,Marooned,,False,False,False,"Adventure, Casual, Indie, Simulation",,"Mar 8, 2021",['windows']
1548320,GET OUT!,,False,False,False,"Casual, Free To Play, Indie, Strategy",,"Mar 2, 2021",['windows']
1548350,Weirdlands,,False,False,False,"Adventure, Indie, RPG",,"Dec 7, 2024",['windows']
1547900,Active Mummy,,True,False,False,"Adventure, Casual, Indie, Sports",7.0,"Feb 27, 2021",['windows']
1547930,Romeo Must Live,,False,False,False,"Casual, Indie",11.0,"Mar 8, 2021",['windows']
1548050,Presence,,True,False,False,Indie,6.0,"Mar 24, 2021",['windows']
1547350,Toru,,True,False,False,"Action, Adventure, Indie",34.0,"May 29, 2021",['windows']
1547440,Let Them Fall,,False,False,False,"Action, Casual, Indie, Simulation, Strategy",,"Oct 29, 2023",['windows']
1547060,回纹集换卡牌TCG,,False,False,False,"Casual, Indie, Strategy",,"Mar 2, 2021",['windows']
1546640,Plunderers Adventures: Sea of Whores,,False,False,False,Casual,,"May 13, 2021",['windows']
1545880,Herman Electro,,True,False,False,"Indie, Strategy",58.0,"Jun 10, 2021","['windows', 'linux']"
1546090,RAIDBORN,,True,False,False,"Action, Adventure, RPG, Early Access",35.0,"Mar 29, 2023",['windows']
1546100,A Musical Story,,True,False,False,"Adventure, Casual, Indie",54.0,"Mar 4, 2022","['windows', 'mac', 'linux']"
1545560,Shadow Gambit: The Cursed Crew,85.0,True,True,False,"RPG, Strategy",26.0,"Aug 17, 2023",['windows']
1545600,Grapple Hoops,,True,False,False,"Action, Indie, Racing, Sports",16.0,"Oct 18, 2021",['windows']
1544420,The Death of Zoe,,True,False,False,"Adventure, Indie",11.0,"Apr 20, 2021",['windows']
1544110,Darkened Glory,,True,False,False,"Action, Adventure, Indie, Early Access",12.0,"Mar 8, 2021",['windows']
1543530,Path of Insanity,,False,False,False,"Indie, Strategy",6.0,"Apr 14, 2021",['windows']
1543590,Wildshape - Map Editor (free demo),,False,False,False,"Adventure, Indie, RPG, Simulation, Strategy, Early Access",,"Apr 9, 2021","['windows', 'mac', 'linux']"
1543280,Espresso Tycoon,,True,False,False,"Simulation, Strategy",94.0,"Jun 7, 2023",['windows']
1542550,Scrap Riders,,True,False,False,"Action, Adventure, Indie",23.0,"Jan 9, 2023",['windows']
1542390,Monolith,73.0,True,False,False,"Adventure, Indie",14.0,"Oct 11, 2023","['windows', 'linux']"
1541520,Bad Guy Adventure,,True,False,False,Indie,4.0,"Feb 17, 2021",['windows']
1540920,Neonverse Defenders,,False,False,False,"Strategy, Early Access",,"Feb 16, 2021",['windows']
1540060,Angry Putin,,False,False,False,"Casual, Indie, Simulation",3.0,"May 8, 2022",['windows']
1539750,Realms of Antiquity: The Shattered Crown,,False,False,False,"Indie, RPG",,"Mar 22, 2021",['windows']
1539770,Six F and Six 0,,False,False,False,"Action, Adventure, Free To Play, Indie",,"Mar 12, 2021",['windows']
1539860,The Machines Arena,,False,False,False,"Action, Free To Play",,"Jan 14, 2025",['windows']
1539250,Karakuri-kun: A Japanese Tale,,False,False,False,"Indie, RPG",,"Mar 18, 2021","['windows', 'mac', 'linux']"
1538640,Void -Dementia-,,True,False,False,"Action, Indie",58.0,"Jul 13, 2022",['windows']
1538670,UAL: Universal AIM League,,True,False,False,"Action, Free To Play, Indie, Early Access",9.0,"Jan 21, 2022",['windows']
1537820,Super Clown Adventures,,True,False,False,"Adventure, Indie",42.0,"Feb 12, 2021",['windows']
1537830,Disney Speedstorm,,True,False,False,"Action, Adventure, Casual, Racing, Simulation, Sports, Free To Play",24.0,"Apr 18, 2023",['windows']
1536570,The Last Alchemist,,True,False,False,"Adventure, Simulation",39.0,"Jul 12, 2024",['windows']
1536730,Chaos Chain,,True,True,False,"Action, Adventure, Indie, RPG, Early Access",79.0,"Jan 28, 2022",['windows']
1535060,Incremental Epic Breakers,,True,False,False,"Action, Free To Play, Indie, RPG, Strategy",23.0,"Mar 17, 2021","['windows', 'mac']"
1535200,Rocket Skates VR,,False,False,False,"Action, Casual, Indie, Racing, Simulation, Sports",,"Apr 16, 2021",['windows']
1534520,STRAY KITTEN,,False,False,False,"Adventure, Casual, Indie, Simulation",,"Feb 19, 2021",['windows']
1534610,ZombiesWaves,,False,False,False,"Action, Adventure, Free To Play, Massively Multiplayer, Strategy",6.0,"Feb 12, 2021",['windows']
1534870,风之界限 the border of wind,,False,False,False,"Adventure, Casual, Indie, RPG, Strategy",,"Apr 12, 2023",['windows']
1534900,VR Guardians,,True,False,False,"Action, Adventure, Casual, Free To Play",6.0,"Feb 10, 2021",['windows']
1534000,Asteroid Arena,,False,False,False,Action,,"May 29, 2022",['windows']
1533590,Three Fairies' Hoppin' Flappin' Great Journey!,,True,False,False,"Indie, RPG",100.0,"Aug 27, 2021",['windows']
1533770,The Thief Girl ~ 盗賊少女 ~,,True,False,False,"Action, Indie",33.0,"Aug 16, 2021",['windows']
1533780,A Walk Through Echoes,,False,False,False,"Adventure, Indie",,"Jul 23, 2021",['windows']
1533070,Oracle Trials,,False,False,False,"Action, Casual",,"Feb 12, 2021","['windows', 'mac']"
1533120,Shonen Adventure : The Dual Blades Hero,,False,False,False,"Action, Adventure, Indie, RPG",0.0,"Dec 23, 2021",['windows']
1532760,Jigsaw Pieces 3 - Fantasy,,False,False,False,"Adventure, Casual, Indie",,"Jun 18, 2021",['windows']
1532300,Sugar Story,,True,False,False,"Action, Adventure, Indie, RPG",8.0,"Feb 9, 2022","['windows', 'mac']"
1532380,大头侏罗纪,,False,False,False,"Casual, Indie",16.0,"Feb 25, 2021",['windows']
1531680,修真之路,,False,False,False,"Casual, Free To Play, Simulation, Strategy",,"Feb 6, 2021",['windows']
1528810,Exodus Borealis,,True,False,False,Strategy,12.0,"Nov 18, 2021",['windows']
1528470,Starlight: Defence Command,,True,False,False,"Indie, Strategy",65.0,"Nov 24, 2022",['windows']
1528050,Underland,,True,False,False,"Indie, Simulation, Strategy",30.0,"Feb 5, 2021",['windows']
1528200,Endurance Labyrinth,,False,False,False,"Casual, Indie, Strategy",30.0,"Mar 23, 2021",['windows']
1527510,Romeow: in the cracked world,,True,False,False,"Casual, Indie",7.0,"Mar 3, 2021","['windows', 'mac']"
1527670,Goblin Dungeoneer,,True,False,False,"Action, Adventure, Free To Play, Indie",7.0,"Feb 4, 2021",['windows']
1526900,Sapphire Safari,,False,False,False,"Adventure, Casual, Early Access",,"Mar 7, 2025",['windows']
1527060,Cat Gets Medieval,,False,False,False,"Action, Adventure, Casual, Indie, RPG, Simulation",31.0,"Apr 11, 2024",['windows']
1527230,UC KART,,False,False,False,"Indie, Racing, Early Access",,"Mar 12, 2021",['windows']
1526340,Jetscout: Boot Camp,,True,False,False,"Adventure, Free To Play, Indie",7.0,"Feb 24, 2021",['windows']
1525810,BoomXR,,False,False,False,"Action, Sports",,"Aug 12, 2021",['windows']
1525040,CityBeat: The Sorority Shuffle,,True,False,False,"Adventure, Indie",8.0,"Mar 24, 2021","['windows', 'mac', 'linux']"
1525050,Jerry Wanker and the Quest to get Laid,,True,False,False,Adventure,7.0,"Oct 30, 2023","['windows', 'mac', 'linux']"
1525270,Sports Paradise VR,,False,False,False,"Casual, Indie, Sports",,"Jun 17, 2021",['windows']
1525320,Dadish 2,,True,False,False,"Action, Adventure, Indie",9.0,"Feb 24, 2021",['windows']
1524190,POSSESSED BLOODY ASYLUM,,False,False,False,Action,,"Feb 5, 2021",['windows']
1523650,Stargate: Timekeepers,72.0,True,False,False,Strategy,65.0,"Jan 23, 2024",['windows']
1523780,Hajji VR,,False,False,False,"Adventure, Casual, Simulation",,"Feb 3, 2021",['windows']
1523800,Mighty Forest,,True,False,False,"Adventure, Casual, Indie, Simulation",9.0,"Feb 3, 2021",['windows']
1522040,MessiahEnd Refrain,,False,False,False,"Action, Indie",,"Jan 29, 2021",['windows']
1522160,Disney Epic Mickey: Rebrushed,75.0,True,False,False,"Action, Adventure",39.0,"Sep 24, 2024",['windows']
1521820,LightWave,,True,False,False,"Action, Indie, Racing, Early Access",4.0,"Feb 24, 2021","['windows', 'mac']"
1521920,Merchants of the Caribbean,,True,False,False,"Adventure, Casual, Indie, Strategy",20.0,"Mar 3, 2021","['windows', 'mac']"
1520610,BlackJack Math Cross Numbers,,False,False,False,"Casual, Indie",8.0,"Sep 22, 2021",['windows']
1520680,Tetra Cube,,False,False,False,"Indie, RPG, Strategy",12.0,"Mar 20, 2021",['windows']
1520690,Die Rangliste,,False,False,False,Action,,"Jun 15, 2021",['windows']
1520270,Kyvir: Rebirth,,True,False,False,"Adventure, Indie, RPG, Strategy, Early Access",20.0,"Jan 31, 2021","['windows', 'mac']"
1519690,STAY,,True,False,False,"Casual, Indie",20.0,"Feb 26, 2021",['windows']
1519340,LASHEK,,False,False,False,"Action, Indie",,"Mar 29, 2021",['windows']
1519350,Madden NFL 22,,True,False,False,"Casual, Simulation, Sports, Strategy",16.0,"Aug 19, 2021",['windows']
1518630,Pretty Girls Panic! PLUS,,True,False,False,Casual,12.0,"Mar 9, 2021",['windows']
1518650,Exodition,,False,False,False,"Action, Adventure, Early Access",,"May 1, 2024",['windows']
1519000,Confusing game,,True,False,False,"Casual, Indie",100.0,"May 20, 2021",['windows']
1518320,Minesweeper Versus,,False,False,False,"Casual, Indie, Strategy",2.0,"Jan 22, 2021",['windows']
1517220,Crazy Factory,,False,False,False,"Action, Casual, Early Access",,"Mar 23, 2021",['windows']
1517350,Hidden Memory - Neko's Life,,True,False,False,"Casual, Indie",35.0,"Feb 25, 2021",['windows']
1517530,Sparkles & Gems,,False,False,False,"Adventure, Casual, Indie",,"Apr 23, 2021","['windows', 'mac', 'linux']"
1516820,春秋,,False,False,False,"Indie, RPG, Simulation, Strategy, Early Access",,"Jun 2, 2022",['windows']
1516560,Ministry of Pandemic,,False,False,False,"Indie, Simulation, Strategy",,"Jan 1, 2022",['windows']
1516680,De'Vine: Heavenly Acres,,True,False,False,"Casual, Indie, RPG, Strategy",72.0,"Jul 29, 2022",['windows']
1515900,Heaven Dust 2,,True,False,False,"Action, Adventure, Indie, RPG",90.0,"Jan 5, 2022",['windows']
1516250,Memories of Fireflies,,False,False,False,"Action, Indie",,"Feb 12, 2021",['windows']
1515450,Galactic Pick Up Artist,,True,False,False,"Adventure, Casual",10.0,"May 3, 2021",['windows']
1514460,Perseverance: Part 3,,False,False,False,"Adventure, Indie",19.0,"Aug 11, 2022",['windows']
1514610,Rising Mist,,True,False,False,"Adventure, RPG, Simulation, Strategy",33.0,"Feb 24, 2022",['windows']
1514890,VR Shark,,False,False,False,"Adventure, Casual",,"Jan 19, 2021",['windows']
1514250,Freed Soft,,False,False,False,"Adventure, Indie, Simulation, Strategy, Early Access",,"Apr 18, 2021",['windows']
1514380,COGEN: Sword of Rewind / COGEN: 大鳥こはくと刻の剣,,True,False,False,Action,39.0,"Jan 26, 2022",['windows']
1513450,TWO MONTHS,,True,False,False,"Action, Adventure, Indie, RPG",14.0,"Jan 20, 2021","['windows', 'linux']"
1513660,Stalked,,True,False,False,"Action, Indie, Simulation",10.0,"Sep 22, 2022",['windows']
1513780,Strange Nightmares,,False,False,False,"Indie, Simulation, Early Access",,"Aug 15, 2021",['windows']
1513300,Marswar TD,,True,False,False,"Indie, Strategy",12.0,"Feb 28, 2021",['windows']
1513330,KnockDown,,True,False,False,"Casual, Indie, Simulation, Sports",22.0,"Mar 3, 2021",['windows']
1513420,Escalation!,,False,False,False,"Adventure, Indie",,"Mar 3, 2021",['windows']
1512480,Gunlocked,,True,False,False,"Action, Indie, RPG",65.0,"Dec 6, 2022",['windows']
1512550,Amnon's Beginning,,False,False,False,"Action, Casual, Indie, Strategy, Early Access",,"May 24, 2021",['windows']
1512790,Reach the Summit,,True,False,False,"Adventure, Casual, Indie",7.0,"Jan 18, 2021",['windows']
1512370,Furry Shakespeare: Dreamin' of One Lazy Dead Midsummer,,True,False,False,"Adventure, Casual, Indie, Strategy",12.0,"Aug 13, 2021","['windows', 'linux']"
1511130,Decabristov Street,,False,False,False,Simulation,,"Feb 16, 2021",['windows']
1511140,Laser Attraction,,True,False,False,"Casual, Indie, Simulation, Early Access",8.0,"Mar 17, 2021",['windows']
1511410,Grass Cutters Academy - Idle Game,,True,False,False,"Casual, Free To Play, Indie",83.0,"Feb 10, 2021",['windows']
1510730,Auto World Tycoon,,True,False,False,"Indie, Simulation",66.0,"Mar 15, 2022",['windows']
1510470,PRIM,,True,False,False,Adventure,23.0,"Oct 23, 2024","['windows', 'mac', 'linux']"
1509640,Viking Warrior,,False,False,False,"Action, Adventure, Indie, RPG",,"Jan 19, 2021",['windows']
1509780,Bombagun,,False,False,False,"Casual, Free To Play",6.0,"Jan 26, 2022","['windows', 'mac', 'linux']"
1509420,Operation Airsoft Beta,,True,False,False,"Action, Casual, Indie, Simulation, Sports, Strategy, Early Access",,"Jul 30, 2021",['windows']
1508840,Great Exploration VR: New Colony beyond Viking Raiders,,False,False,False,"Action, Casual",,"Jan 12, 2021",['windows']
1508200,Cyber Rider,,True,False,False,"Action, Casual, Indie, Racing, Simulation, Sports",7.0,"Aug 10, 2021",['windows']
1508490,Commie Killer 2069,,False,False,False,"Action, Free To Play, Indie",,"Feb 6, 2021",['windows']
1508000,Venice 2089,,True,False,False,"Adventure, Casual, Indie",15.0,"Oct 14, 2022",['windows']
1505400,Robot Robert,,True,False,False,"Action, Adventure",10.0,"Mar 9, 2021",['windows']
1505560,Little Lives,,True,False,False,"Indie, Simulation",22.0,"Mar 8, 2024",['windows']
1504660,Arc Wizards 3,,False,False,False,"Action, Adventure, Casual, Indie, Racing, Simulation, Sports",,"Jan 4, 2021",['windows']
1504760,그랑 엠파이어,,False,False,False,"Indie, Simulation, Strategy",33.0,"Jan 10, 2021",['windows']
1504230,Skyratz,,False,False,False,"Action, Indie",18.0,"Jan 1, 2023","['windows', 'mac']"
1503750,Inglorious Aztecs,,True,False,False,"Action, Indie",8.0,"Dec 10, 2021",['windows']
1503000,The Chaos Gene,,False,False,False,"Action, Casual, Indie, Early Access",,"Mar 8, 2021",['windows']
